"ID","Intitulé","Catégories","Nomenclature Dila","Site Web","Adresse","Adresse","Code Insee commune","Code postal","Commune","Téléphone","Fax","Horaires d'ouverture","Latitude","Longitude","Précision","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Organisme","URL","Rue, Voie, Chemin","Fax","Courriel","Téléphone","Territoires de compétence","Catégories","Activités","Activités","Ressort","Organisme tuteur","Mission","Intervenants","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Audiences TGI (hors période de vacation : du 10 juillet au 27 août, vacances de noël et de Pâques)"
"4cac9e87293594648a004cc6","Tribunal de Grande Instance de Saint-Malo","justice-organisme-public","tgi","http://www.justice.gouv.fr/","1 Place Saint-Aaron","CS 51731",35288,35417,"ST MALO CEDEX","+33 2 99 20 20 20","+33 2 99 20 20 80","Du Lundi au Jeudi : de 9h à 12h et de 14h à 17h
Le Vendredi : de 9h à 12h et de 14h à 16h","48.6481785","-2.0260898",4,"{u'kind': u'CommuneOfFrance', u'code': u'22012'}","{u'kind': u'CommuneOfFrance', u'code': u'22077'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200053'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200608'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200632'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200673'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200681'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200707'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200731'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242200780'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242214344'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'243500725'}","{u'kind': u'ArrondissementOfFrance', u'code': u'35-4'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/bretagne/ille-et-vilaine/tgi-35288-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e5e293594648a000084","Tribunal de Première Instance de Mata-Utu","justice-organisme-public","tgi",,"Tribunal de Première Instance","de MATA-UTU",98613,98600,"UVEA","+681 72 27 15","+681 72 25 31",,"-13.2833333","-176.1833333",4,"{u'kind': u'OverseasCollectivityOfFrance', u'code': u'986'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e5e293594648a000085","Tribunal de Première Instance de Nouméa","justice-organisme-public","tgi",,"2 Bd Extérieur   Fg Blanchot","B.P. F4",98818,98848,"NOUMEA CEDEX","+687 27 93 50","+687 28 51 59",,"-22.2758333","166.4580556",4,"{u'kind': u'OverseasCollectivityOfFrance', u'code': u'988'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e87293594648a004cc3","Tribunal de Grande Instance de Quimper","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,29232,29327,"QUIMPER CEDEX","+33 2 98 82 88 00","+33 2 98 52 94 06","Du Lundi au Vendredi : de 9h à 12h et de 13h30 à 17h","47.992566","-4.108723",8,"{u'kind': u'IntercommunalityOfFrance', u'code': u'242900645'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242900827'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242913309'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242913317'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242913325'}","{u'kind': u'ArrondissementOfFrance', u'code': u'29-4'}","{u'kind': u'CommuneOfFrance', u'code': u'29016'}","{u'kind': u'CommuneOfFrance', u'code': u'29018'}","{u'kind': u'CommuneOfFrance', u'code': u'29027'}","{u'kind': u'CommuneOfFrance', u'code': u'29036'}","{u'kind': u'CommuneOfFrance', u'code': u'29041'}","{u'kind': u'CommuneOfFrance', u'code': u'29102'}","{u'kind': u'CommuneOfFrance', u'code': u'29122'}","{u'kind': u'CommuneOfFrance', u'code': u'29125'}","{u'kind': u'CommuneOfFrance', u'code': u'29134'}","{u'kind': u'CommuneOfFrance', u'code': u'29139'}","{u'kind': u'CommuneOfFrance', u'code': u'29141'}","{u'kind': u'CommuneOfFrance', u'code': u'29175'}","{u'kind': u'CommuneOfFrance', u'code': u'29249'}","{u'kind': u'CommuneOfFrance', u'code': u'29261'}","{u'kind': u'CommuneOfFrance', u'code': u'29267'}","{u'kind': u'CommuneOfFrance', u'code': u'29291'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/bretagne/finistere/tgi-29232-01.html","48 A quai de l'Odet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e87293594648a004cc2","Tribunal de Grande Instance de Périgueux","justice-organisme-public","tgi","http://www.justice.gouv.fr/","19 Bis Cours Montaigne","B.P. 9051",24322,24019,"PERIGUEUX CEDEX","+33 5 53 02 77 00","+33 5 53 08 26 76","Du Lundi au Vendredi : de 8h à 17h","45.185563","0.720548",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'24-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'24-3'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242400851'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242401099'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'242401230'}","{u'kind': u'CommuneOfFrance', u'code': u'24356'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/aquitaine/dordogne/tgi-24322-01.html",,,"tgi-perigueux@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e87293594648a004cd4","Tribunal de Grande Instance de Saint-Pierre","justice-organisme-public","tgi","http://www.justice.gouv.fr/","28 Rue Augustin Archambeaud","B.P. 338",97416,97448,"ST PIERRE CEDEX","+33 2 62 96 10 00","+33 2 62 25 84 33","Du Lundi au Jeudi : de 8h à 12h et de 13h30 à 16h30
Le Vendredi : de 8h à 12h et de 13h à 15h30","-21.323885","55.486915",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'974-2'}","{u'kind': u'CommuneOfFrance', u'code': u'97413'}","{u'kind': u'CommuneOfFrance', u'code': u'97423'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/tgi-97416-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e6a293594648a00178e","Tribunal de Grande Instance de Troyes","justice-organisme-public","tgi","http://www.justice.gouv.fr/",,,10387,10026,"TROYES CEDEX","+33 3 25 43 55 70","+33 3 25 73 55 44","Du Lundi au Vendredi : de 8h30 à 12h et de 14h à 17h","48.297202","4.069243",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'10-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'10-2'}","{u'kind': u'ArrondissementOfFrance', u'code': u'10-3'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/champagne-ardenne/aube/tgi-10387-01.html","83 Rue du Général de Gaulle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e87293594648a004cd1","Tribunal de Grande Instance de Carpentras","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Place du Général de Gaulle","B.P. 265",84031,84208,"CARPENTRAS CEDEX","+33 4 90 63 66 00","+33 4 90 63 57 78","Du Lundi au Vendredi : de 9h à 11h45 et de 14h à 16h45","44.061565","5.057299",4,"{u'kind': u'IntercommunalityOfFrance', u'code': u'200000628'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'248400160'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'248400178'}","{u'kind': u'ArrondissementOfFrance', u'code': u'84-3'}","{u'kind': u'CommuneOfFrance', u'code': u'84027'}","{u'kind': u'CommuneOfFrance', u'code': u'84037'}","{u'kind': u'CommuneOfFrance', u'code': u'84056'}","{u'kind': u'CommuneOfFrance', u'code': u'84061'}","{u'kind': u'CommuneOfFrance', u'code': u'84087'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/vaucluse/tgi-84031-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e87293594648a004cd0","Tribunal de Grande Instance d'Avignon","justice-organisme-public","tgi","http://www.justice.gouv.fr/","Palais de Justice","2 Boulevard Limbert",84007,84078,"AVIGNON CEDEX 9","+33 4 32 74 74 00","+33 4 32 74 75 20","Du Lundi au Vendredi : de 8h à 12h et de 14h à 17h","43.944784","4.816066",8,"{u'kind': u'IntercommunalityOfFrance', u'code': u'248400228'}","{u'kind': u'IntercommunalityOfFrance', u'code': u'248400319'}","{u'kind': u'ArrondissementOfFrance', u'code': u'84-1'}","{u'kind': u'CommuneOfFrance', u'code': u'84007'}","{u'kind': u'CommuneOfFrance', u'code': u'84016'}","{u'kind': u'CommuneOfFrance', u'code': u'84039'}","{u'kind': u'CommuneOfFrance', u'code': u'84055'}","{u'kind': u'CommuneOfFrance', u'code': u'84081'}","{u'kind': u'CommuneOfFrance', u'code': u'84092'}","{u'kind': u'CommuneOfFrance', u'code': u'84119'}","{u'kind': u'CommuneOfFrance', u'code': u'84129'}","{u'kind': u'CommuneOfFrance', u'code': u'84141'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/provence-alpes-cote-d-azur/vaucluse/tgi-84007-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e87293594648a004cd3","Tribunal de Grande Instance de Saint-Denis-de-La-Réunion","justice-organisme-public","tgi","http://www.justice.gouv.fr/","5 Avenue André Malraux","B.P. 338",97411,97494,"STE CLOTILDE CEDEX","+33 2 62 40 23 45","+33 2 62 40 23 02","Du Lundi au Vendredi : de 7h45 à 12h30 et de 13h30 à 15h30","-20.888016","55.46583",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'974-1'}","{u'kind': u'ArrondissementOfFrance', u'code': u'974-3'}","{u'kind': u'CommuneOfFrance', u'code': u'97407'}","{u'kind': u'CommuneOfFrance', u'code': u'97408'}","{u'kind': u'CommuneOfFrance', u'code': u'97415'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/tgi-97411-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
