"ID","Intitulé","Catégories","Nomenclature Dila","Site Web","Adresse","Adresse","Code Insee commune","Code postal","Commune","Téléphone","Fax","Horaires d'ouverture","Latitude","Longitude","Précision","Territoires de compétence","Organisme","URL","Rue, Voie, Chemin","Courriel","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","service civil (hors période de vacation : du 10 juillet au 27 août, vacances de noël et de Pâques)","audiences pénales (hors période de vacation)","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Services","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence","Territoires de compétence"
"4cac9e62293594648a00068d","Tribunal d'Instance de Paris 16ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","71 Avenue Henri Martin",75116,75016,"PARIS","+33 1 45 04 44 82","+33 1 45 04 86 88","Le Lundi : de 9h à 12h30 et de 13h30 à 17h
Le Mardi : de 9h à 17h
Le Mercredi : de 9h à 12h30 et de 13h30 à 17h
Le Jeudi : de 9h à 17h
Le Vendredi : de 9h à 12h30 et de 13h30 à 17h","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75116'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75116-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a00068a","Tribunal d'Instance de Paris 13ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","3 Rue Philippe de Champagne",75113,75013,"PARIS","+33 1 44 08 79 00","+33 1 47 07 70 87","Du Lundi au Vendredi : de 9h à 16h","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75113'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75113-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a00068b","Tribunal d'Instance de Paris 14ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","26 Rue Mouton Duvernet",75114,75675,"PARIS CEDEX 14","+33 1 45 39 43 53","+33 1 45 41 48 05","Du Lundi au Vendredi : de 9h à 12h30 et de 13h30 à 16h30","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75114'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75114-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000688","Tribunal d'Instance de Paris 11ème","justice-organisme-public","ti","http://www.justice.gouv.fr/",,,75111,75011,"PARIS","+33 1 43 57 81 45","+33 1 43 57 04 59","Du Lundi au Vendredi : de 9h à 12h30 et de 13h30 à 16h","48.8652726","2.3756662",8,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75111'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75111-01.html","91 rue Oberkampf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000689","Tribunal d'Instance de Paris 12ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","130 Avenue Daumesnil",75112,75012,"PARIS","+33 1 43 43 14 56","+33 1 43 40 76 23","Du Lundi au Vendredi : de 9h à 16h30","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75112'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75112-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000686","Tribunal d'Instance de Paris 9ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","9 Bis Rue Drouot",75109,75009,"PARIS","+33 1 45 23 33 92","+33 1 47 70 45 06","Du Lundi au Jeudi : de 9h à 16h30
Le Vendredi : de 9h à 16h","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75109'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75109-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000687","Tribunal d'Instance de Paris 10ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","52 Rue du Château d'Eau",75110,75010,"PARIS","+33 1 40 40 40 70","+33 1 42 06 92 07","Le Lundi : de 9h à 12h30 et de 13h30 à 16h
Le Mardi : de 9h à 16h
Le Mercredi : de 9h à 12h30 et de 13h30 à 16h
Le Jeudi : de 9h à 16h
Le Vendredi : de 9h à 12h30 et de 13h30 à 16h","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75110'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75110-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000684","Tribunal d'Instance de Paris 7ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","116 Rue de Grenelle",75107,75007,"PARIS","+33 1 45 51 86 37","+33 1 45 51 19 84","Du Lundi au Mardi : de 9h à 16h15
Le Mercredi : de 9h à 12h et de 13h30 à 16h15
Le Jeudi : de 9h à 16h15
Le Vendredi : de 9h à 12h30 et de 13h30 à 16h15","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75107'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75107-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000685","Tribunal d'Instance de Paris 8ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","3 Rue de Lisbonne",75108,75008,"PARIS","+33 1 45 22 10 22","+33 1 44 70 04 37","Du Lundi au Vendredi : de 9h à 12h15","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75108'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75108-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000682","Tribunal d'Instance de Paris 5ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","21 Place du Panthéon",75105,75231,"PARIS CEDEX 05","+33 1 43 26 54 43","+33 1 40 46 85 22","Du Lundi au Jeudi : de 9h à 12h et de 13h30 à 16h45
Le Vendredi : de 9h à 12h et de 13h30 à 15h30","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75105'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75105-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000683","Tribunal d'Instance de Paris 6ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","78 Rue Bonaparte",75106,75006,"PARIS","+33 1 46 34 21 00","+33 1 40 51 83 58","Du Lundi au Mardi : de 9h à 12h30 et de 13h15 à 16h
Le Mercredi : de 9h à 16h
Le Jeudi : de 9h à 12h30 et de 13h15 à 17h
Le Vendredi : de 9h à 12h30","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75106'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75106-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000680","Tribunal d'Instance de Paris 2ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","8 Rue de la Banque",75102,75002,"PARIS","+33 1 44 55 35 95","+33 1 42 60 08 16","Du Lundi au Vendredi : de 9h à 16h","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75102'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75102-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a000681","Tribunal d'Instance de Paris 3ème","justice-organisme-public","ti","http://www.justice.gouv.fr/","Mairie","2 Rue Eugène Spuller",75103,75003,"PARIS","+33 1 53 01 90 50","+33 1 42 78 90 81","Du Lundi au Vendredi : de 9h à 12h et de 13h à 16h","48.884589","2.340359",6,"{u'kind': u'ArrondissementOfCommuneOfFrance', u'code': u'75103'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/paris/ti-75103-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006f8","Tribunal d'Instance de Saint-Benoit","justice-organisme-public","ti","http://www.justice.gouv.fr/","2 Rue Philibert","B.P. 121",97410,97470,"ST BENOIT","+33 2 62 50 37 29","+33 2 62 50 09 44","Du Lundi au Mardi : de 8h à 12h et de 13h30 à 15h30
Le Mercredi : de 8h à 12h
Le Jeudi : de 8h à 12h et de 13h30 à 15h30
Le Vendredi : de 8h à 12h","-21.034627","55.711672",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'974-3'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/ti-97410-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006f9","Tribunal d'Instance de Saint-Denis-de-La Réunion","justice-organisme-public","ti","http://www.justice.gouv.fr/","5 Avenue André Malraux","Champ Fleuri      B.P. 338",97411,97494,"STE CLOTILDE CEDEX","+33 2 62 40 22 40","+33 2 62 41 55 51","Du Lundi au Vendredi : de 8h30 à 12h15 et de 13h30 à 15h30","-20.888016","55.46583",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'974-1'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/la-reunion/la-reunion/ti-97411-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006f5","Tribunal d'Instance de Sannois","justice-organisme-public","ti","http://www.ti-sannois.justice.gouv.fr/",,,95582,95110,"SANNOIS","+33 1 39 81 01 38","+33 1 39 81 48 15","Du Lundi au Vendredi : de 9h à 12h15 et de 13h30 à 16h15","48.9694204","2.2568702",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'95-1'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/val-d-oise/ti-95582-01.html","5 Square Jules Ferry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e61293594648a000628","Tribunal d'Instance de Beaune","justice-organisme-public","ti","http://www.justice.gouv.fr/","Rue du Tribunal","B.P. 187",21054,21205,"BEAUNE CEDEX","+33 3 80 25 03 80","+33 3 80 25 03 81","Du Lundi au Vendredi : de 13h30 à 17h","47.023336","4.840481",6,"{u'kind': u'ArrondissementOfFrance', u'code': u'21-1'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/bourgogne/cote-d-or/ti-21054-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006e2","Tribunal d'Instance de Montreuil (93)","justice-organisme-public","ti","http://www.justice.gouv.fr/",,,93048,93100,"MONTREUIL","+33 1 48 58 82 53","+33 1 48 58 85 19","Du Lundi au Vendredi : de 9h à 12h30","48.8635771","2.4442126",8,"{u'kind': u'CommuneOfFrance', u'code': u'93048'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/seine-saint-denis/ti-93048-01.html","62 Rue Franklin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006d6","Tribunal d'Instance d'Etampes","justice-organisme-public","ti","http://www.justice.gouv.fr/","Palais de Justice","1 Rue Aristide Briand   B.P. 117",91223,91152,"ETAMPES CEDEX","+33 1 64 94 61 45","+33 1 69 92 07 47","Du Lundi au Vendredi : de 8h30 à 12h et de 13h15 à 17h
Du Lundi au Jeudi : de 8h45 à 12h et de 13h30 à 16h30
PERIODES SCOLAIRES

Le Vendredi : de 8h30 à 12h et de 13h à 16h30
PERIODES SCOLAIRES","48.426767","2.153289",4,"{u'kind': u'ArrondissementOfFrance', u'code': u'91-1'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/ile-de-france/essonne/ti-91223-01.html",,"ti-etampes@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006cf","Tribunal d'Instance de Belfort","justice-organisme-public","ti","http://www.justice.gouv.fr/","5 Place de la République","B.P. 791",90010,90020,"BELFORT CEDEX","+33 3 84 28 16 21","+33 3 84 22 57 49","Du Lundi au Vendredi : de 8h à 12h et de 13h30 à 17h","47.639034","6.861215",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'90-1'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/franche-comte/territoire-de-belfort/ti-90010-01.html",,"nicole.caron@justice.fr",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006cc","Tribunal d'Instance de Saint-Dié-des-Vosges","justice-organisme-public","ti","http://www.justice.gouv.fr/","16 Rue de la Meurthe","B.P. 244",88413,88107,"ST DIE DES VOSGES CEDEX","+33 3 29 53 52 52","+33 3 29 56 05 08","Du Lundi au Vendredi : de 9h à 12h et de 14h à 16h","48.282784","6.946582",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'88-3'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/lorraine/vosges/ti-88413-01.html",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4cac9e62293594648a0006c2","Tribunal d'Instance des Sables-d'Olonne","justice-organisme-public","ti","http://www.justice.gouv.fr/",,,85194,85100,"LES SABLES D'OLONNE","+33 2 51 95 10 45","+33 2 51 21 55 14","Du Lundi au Vendredi : de 8h30 à 12h et de 13h30 à 17h","46.498713","-1.783228",8,"{u'kind': u'ArrondissementOfFrance', u'code': u'85-3'}","Ministère de la justice","http://lannuaire.service-public.fr/services_locaux/pays-de-la-loire/vendee/ti-85194-01.html","20 rue Nicot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
